ligand,receptor,secreted
PRSS3,F2RL2,FALSE
PRSS2,F2RL2,FALSE
GZMA,F2RL3,FALSE
PRSS1,F2RL3,FALSE
CTSG,F2RL3,FALSE
PLG,F2RL3,TRUE
PRSS3,F2RL3,FALSE
PRSS2,F2RL3,FALSE
GZMA,RYR2,FALSE
TG,RYR2,TRUE
GSTM2,RYR2,FALSE
S100A1,RYR2,TRUE
CHAT,CHRM3,FALSE
TGFB1,KLRK1,FALSE
IL15,KLRK1,FALSE
ULBP2,KLRK1,FALSE
ULBP1,KLRK1,FALSE
HLA-E,KLRK1,FALSE
MICB,KLRK1,FALSE
MICA,KLRK1,FALSE
RAET1L,KLRK1,FALSE
ULBP3,KLRK1,FALSE
RAET1E,KLRK1,FALSE
RAET1G,KLRK1,FALSE
YBX1,PROCR,TRUE
PF4,PROCR,TRUE
APOB,TLR6,TRUE
VCAN,TLR1,FALSE
PTPN11,FCRL4,FALSE
PTPN6,FCRL4,TRUE
TFF1,FCRL4,TRUE
PTPN11,KIR2DL5A,FALSE
HLA-G,KIR2DL5A,FALSE
HLA-A,KIR2DL5A,FALSE
HLA-B,KIR2DL5A,FALSE
HLA-C,KIR2DL5A,FALSE
HLA-F,KIR2DL5A,FALSE
HLA-E,KIR2DL5A,FALSE
BMP2,BMPR1B,TRUE
GDF5,BMPR1B,TRUE
AMH,BMPR1B,TRUE
BMP7,BMPR1B,TRUE
BMP6,BMPR1B,TRUE
GDF6,BMPR1B,TRUE
BMP4,BMPR1B,TRUE
BMP8B,BMPR1B,TRUE
GDF11,BMPR1B,TRUE
GDF1,BMPR1B,TRUE
BMP15,BMPR1B,TRUE
BMP10,BMPR1B,FALSE
BMP5,BMPR1B,TRUE
BMP8A,BMPR1B,TRUE
GDF2,BMPR1B,FALSE
GDF10,BMPR1B,TRUE
GDF3,BMPR1B,TRUE
GDF7,BMPR1B,TRUE
GDF9,BMPR1B,TRUE
FST,BMPR1B,TRUE
NOG,BMPR1B,TRUE
BMP1,BMPR1B,FALSE
BMP3,BMPR1B,TRUE
RGMA,BMPR1B,TRUE
TGFB1,TGFBR1,FALSE
TGFB3,TGFBR1,TRUE
TGFB2,TGFBR1,TRUE
GDF1,TGFBR1,TRUE
BMP8A,TGFBR1,TRUE
VEGFA,TGFBR1,FALSE
GDF10,TGFBR1,TRUE
GDF3,TGFBR1,TRUE
GDF7,TGFBR1,TRUE
GDF9,TGFBR1,TRUE
CGN,TGFBR1,FALSE
CSF2,ITGAL,TRUE
IL15,ITGAL,FALSE
ICAM1,ITGAL,FALSE
ICAM3,ITGAL,FALSE
ICAM5,ITGAL,FALSE
ICAM4,ITGAL,FALSE
ICAM2,ITGAL,FALSE
MUC1,SIGLEC9,FALSE
GNRH1,GNRHR,TRUE
GNRH2,GNRHR,TRUE
GNRH1,GNRHR2,TRUE
GNRH2,GNRHR2,TRUE
WNT7A,RECK,TRUE
PTPN6,CD72,TRUE
PTPN6,CLEC12A,TRUE
PTPN6,CD22,TRUE
HP,CD22,TRUE
PTPN6,LIFR,TRUE
LIF,LIFR,TRUE
OSM,LIFR,TRUE
CTF1,LIFR,TRUE
CLCF1,LIFR,TRUE
CRLF1,LIFR,FALSE
FAM3C,LIFR,TRUE
PTPN6,PRLR,TRUE
PRL,PRLR,TRUE
GH1,PRLR,TRUE
HBEGF,PRLR,FALSE
CSH1,PRLR,TRUE
CSH2,PRLR,TRUE
CSHL1,PRLR,TRUE
PTPN6,IFNLR1,TRUE
IFNL1,IFNLR1,TRUE
IFNL2,IFNLR1,TRUE
IFNL3,IFNLR1,TRUE
IFNL4,IFNLR1,TRUE
PTPN6,MPL,TRUE
THPO,MPL,TRUE
CALR,MPL,FALSE
TPO,MPL,FALSE
PTPN6,IL20RB,TRUE
IL24,IL20RB,TRUE
IL20,IL20RB,TRUE
IL26,IL20RB,TRUE
IL19,IL20RB,TRUE
PTPN6,CNTFR,TRUE
CLCF1,CNTFR,TRUE
CRLF1,CNTFR,FALSE
PNP,CNTFR,FALSE
PTPN6,IL11RA,TRUE
IL11,IL11RA,TRUE
PTPN6,CRLF2,TRUE
IL7R,CRLF2,FALSE
TSLP,CRLF2,TRUE
PTPN6,IL3RA,TRUE
CSF2,IL3RA,TRUE
IL3,IL3RA,TRUE
PTPN6,IL15RA,TRUE
IL15,IL15RA,FALSE
PTPN6,OSMR,TRUE
IL31,OSMR,TRUE
OSM,OSMR,TRUE
PTPN6,LEPR,TRUE
LEP,LEPR,TRUE
APOD,LEPR,TRUE
PTPN6,IL9R,TRUE
IL9,IL9R,TRUE
PTPN6,IL5RA,TRUE
IL5,IL5RA,TRUE
TGFB1,ACVRL1,FALSE
TGFB3,ACVRL1,TRUE
BMP2,ACVRL1,TRUE
BMP7,ACVRL1,TRUE
BMP6,ACVRL1,TRUE
BMP4,ACVRL1,TRUE
BMP8B,ACVRL1,TRUE
BMP10,ACVRL1,FALSE
BMP5,ACVRL1,TRUE
BMP8A,ACVRL1,TRUE
GDF2,ACVRL1,FALSE
TGFB1,TGFBR2,FALSE
TGFB3,TGFBR2,TRUE
TGFB2,TGFBR2,TRUE
BMP8A,TGFBR2,TRUE
GDF15,TGFBR2,TRUE
CTGF,TGFBR2,FALSE
CGN,TGFBR2,FALSE
TGFB1,TGFBR3,FALSE
TGFB3,TGFBR3,TRUE
TGFB2,TGFBR3,TRUE
INHBA,TGFBR3,TRUE
FGF1,TGFBR3,TRUE
INHA,TGFBR3,TRUE
CTGF,TGFBR3,FALSE
BMP2,BMPR2,TRUE
GDF5,BMPR2,TRUE
AMH,BMPR2,TRUE
BMP7,BMPR2,TRUE
BMP6,BMPR2,TRUE
GDF6,BMPR2,TRUE
BMP4,BMPR2,TRUE
BMP8B,BMPR2,TRUE
GDF11,BMPR2,TRUE
GDF1,BMPR2,TRUE
BMP15,BMPR2,TRUE
BMP10,BMPR2,FALSE
BMP5,BMPR2,TRUE
BMP8A,BMPR2,TRUE
GDF2,BMPR2,FALSE
GDF10,BMPR2,TRUE
GDF3,BMPR2,TRUE
GDF7,BMPR2,TRUE
GDF9,BMPR2,TRUE
FST,BMPR2,TRUE
NOG,BMPR2,TRUE
BMP1,BMPR2,FALSE
BMP3,BMPR2,TRUE
RGMA,BMPR2,TRUE
CHRD,BMPR2,TRUE
BMP2,AMHR2,TRUE
GDF5,AMHR2,TRUE
AMH,AMHR2,TRUE
BMP7,AMHR2,TRUE
BMP6,AMHR2,TRUE
GDF6,AMHR2,TRUE
BMP4,AMHR2,TRUE
BMP8B,AMHR2,TRUE
BMP5,AMHR2,TRUE
BMP8A,AMHR2,TRUE
GDF7,AMHR2,TRUE
IDE,CUL5,FALSE
CSF1,CELSR3,FALSE
CSF3,IGHG3,TRUE
GAST,IGHG3,TRUE
CSF2,CD1A,TRUE
CSF2,CDH11,TRUE
TNF,CDH11,FALSE
BMP2,CDH11,TRUE
FGF6,CDH11,TRUE
CALCA,CDH11,TRUE
ANGPTL4,CDH11,TRUE
CSF2,CEACAM5,TRUE
CD1D,CEACAM5,FALSE
CD8A,CEACAM5,FALSE
CSF2,CD1C,TRUE
CSF2,CD86,TRUE
HLA-A,CD86,FALSE
CD8A,CD86,FALSE
HLA-DRA,CD86,FALSE
HLA-DRB1,CD86,FALSE
CD8B,CD86,FALSE
TGFB1,VASN,FALSE
TGFB1,CD109,FALSE
TGFB1,P4HB,FALSE
CALR,P4HB,FALSE
TGFB1,SFTPA2,FALSE
FGF7,SFTPA2,TRUE
SFTPA1,SFTPA2,FALSE
TGFB1,MRGPRX3,FALSE
TGFB1,SFTPA1,FALSE
FGF7,SFTPA1,TRUE
TGFB1,GLG1,FALSE
TNF,FFAR2,FALSE
BMP10,FFAR2,FALSE
FAM3C,FFAR2,TRUE
CCL4L1,FFAR2,FALSE
TNF,CELSR2,FALSE
TNF,ICOS,FALSE
ICOSLG,ICOS,FALSE
TNF,VSIR,FALSE
BMP10,VSIR,FALSE
CCL4L1,VSIR,FALSE
TNF,SEMA4C,FALSE
TNF,MADCAM1,FALSE
TNF,MYLK,FALSE
INS,MYLK,TRUE
CALML3,MYLK,FALSE
TNF,GPR160,FALSE
INS,LILRB1,TRUE
HLA-G,LILRB1,FALSE
HLA-A,LILRB1,FALSE
HLA-B,LILRB1,FALSE
HLA-C,LILRB1,FALSE
HLA-F,LILRB1,FALSE
INS,LILRB2,TRUE
HLA-G,LILRB2,FALSE
HLA-A,LILRB2,FALSE
HLA-B,LILRB2,FALSE
HLA-C,LILRB2,FALSE
HLA-F,LILRB2,FALSE
CD1D,LILRB2,FALSE
ANGPTL2,LILRB2,TRUE
TNFSF9,TNFRSF9,TRUE
IL2,TNFRSF9,TRUE
TNFSF9,HLA-DPA1,TRUE
GAL,HLA-DPA1,TRUE
TNFSF9,ADGRG5,TRUE
FAM3C,ADGRG5,TRUE
TNFSF9,KLRG2,TRUE
WNT11,KLRG2,TRUE
WNT5B,KLRG2,TRUE
CD70,CD27,FALSE
CD70,GPRC5B,FALSE
SHH,PTCH1,FALSE
IHH,PTCH1,TRUE
DHH,PTCH1,TRUE
SHH,PTCH2,FALSE
IHH,PTCH2,TRUE
DHH,PTCH2,TRUE
SHH,HHIP,FALSE
IHH,HHIP,TRUE
DHH,HHIP,TRUE
SHH,GAS1,FALSE
SHH,BOC,FALSE
IHH,BOC,TRUE
DHH,BOC,TRUE
SHH,SCUBE2,FALSE
SHH,GPC5,FALSE
SHH,CDON,FALSE
IHH,CDON,TRUE
DHH,CDON,TRUE
NTN3,CDON,TRUE
SHH,SMO,FALSE
BMP2,SMO,TRUE
IHH,SMO,TRUE
DHH,SMO,TRUE
WNT4,SMO,TRUE
CP,SMO,TRUE
SHH,TAS2R38,FALSE
GDNF,GFRA1,FALSE
PSPN,GFRA1,TRUE
ARTN,GFRA1,TRUE
NRTN,GFRA1,TRUE
CXCL11,ACKR3,TRUE
CXCL12,ACKR3,FALSE
MIF,ACKR3,FALSE
TFF3,ACKR3,TRUE
IL1B,SIGIRR,TRUE
IL1F10,SIGIRR,TRUE
IL1B,CR1,TRUE
C4B,CR1,TRUE
IL2,GYPE,TRUE
IL2,IL27RA,TRUE
IL27,IL27RA,FALSE
EBI3,IL27RA,TRUE
IL2,TNFRSF18,TRUE
TNFSF18,TNFRSF18,FALSE
IL13,TMEM219,TRUE
BMP2,ACVR2B,TRUE
GDF5,ACVR2B,TRUE
INHBA,ACVR2B,TRUE
BMP7,ACVR2B,TRUE
BMP6,ACVR2B,TRUE
BMP4,ACVR2B,TRUE
BMP8B,ACVR2B,TRUE
GDF11,ACVR2B,TRUE
GDF1,ACVR2B,TRUE
BMP15,ACVR2B,TRUE
NODAL,ACVR2B,TRUE
INHBB,ACVR2B,TRUE
INHA,ACVR2B,TRUE
BMP10,ACVR2B,FALSE
BMP5,ACVR2B,TRUE
BMP8A,ACVR2B,TRUE
GDF2,ACVR2B,FALSE
GDF10,ACVR2B,TRUE
GDF3,ACVR2B,TRUE
GDF7,ACVR2B,TRUE
GDF9,ACVR2B,TRUE
MSTN,ACVR2B,TRUE
INHBE,ACVR2B,TRUE
LEFTY1,ACVR2B,TRUE
BMP3,ACVR2B,TRUE
INHBC,ACVR2B,TRUE
LEFTY2,ACVR2B,TRUE
BMP2,ACVR2A,TRUE
GDF5,ACVR2A,TRUE
INHBA,ACVR2A,TRUE
BMP7,ACVR2A,TRUE
BMP6,ACVR2A,TRUE
BMP4,ACVR2A,TRUE
BMP8B,ACVR2A,TRUE
GDF11,ACVR2A,TRUE
GDF1,ACVR2A,TRUE
BMP15,ACVR2A,TRUE
NODAL,ACVR2A,TRUE
INHBB,ACVR2A,TRUE
INHA,ACVR2A,TRUE
BMP10,ACVR2A,FALSE
BMP5,ACVR2A,TRUE
BMP8A,ACVR2A,TRUE
GDF2,ACVR2A,FALSE
GDF10,ACVR2A,TRUE
GDF3,ACVR2A,TRUE
GDF7,ACVR2A,TRUE
GDF9,ACVR2A,TRUE
INHBE,ACVR2A,TRUE
LEFTY1,ACVR2A,TRUE
BMP3,ACVR2A,TRUE
INHBC,ACVR2A,TRUE
LEFTY2,ACVR2A,TRUE
BMP2,BMPR1A,TRUE
GDF5,BMPR1A,TRUE
AMH,BMPR1A,TRUE
BMP7,BMPR1A,TRUE
BMP6,BMPR1A,TRUE
GDF6,BMPR1A,TRUE
BMP4,BMPR1A,TRUE
BMP8B,BMPR1A,TRUE
GDF11,BMPR1A,TRUE
GDF1,BMPR1A,TRUE
BMP15,BMPR1A,TRUE
BMP10,BMPR1A,FALSE
BMP5,BMPR1A,TRUE
BMP8A,BMPR1A,TRUE
GDF2,BMPR1A,FALSE
GDF10,BMPR1A,TRUE
GDF3,BMPR1A,TRUE
GDF7,BMPR1A,TRUE
GDF9,BMPR1A,TRUE
NOG,BMPR1A,TRUE
BMP1,BMPR1A,FALSE
BMP3,BMPR1A,TRUE
BMP2,ACVR1,TRUE
GDF5,ACVR1,TRUE
AMH,ACVR1,TRUE
TGFB2,ACVR1,TRUE
INHBA,ACVR1,TRUE
BMP7,ACVR1,TRUE
BMP6,ACVR1,TRUE
BMP4,ACVR1,TRUE
BMP8B,ACVR1,TRUE
GDF1,ACVR1,TRUE
BMP15,ACVR1,TRUE
INHBB,ACVR1,TRUE
INHA,ACVR1,TRUE
BMP10,ACVR1,FALSE
BMP5,ACVR1,TRUE
BMP8A,ACVR1,TRUE
GDF2,ACVR1,FALSE
INHBE,ACVR1,TRUE
BMP3,ACVR1,TRUE
INHBC,ACVR1,TRUE
BMP2,RGMB,TRUE
BMP4,RGMB,TRUE
PDCD1LG2,RGMB,FALSE
PRL,SSTR5,TRUE
CORT,SSTR5,TRUE
SST,SSTR5,TRUE
UTS2B,SSTR5,TRUE
IFNA1,CR2,FALSE
IFNA1,PDCD1,FALSE
BMP4,PDCD1,TRUE
CD274,PDCD1,FALSE
PDCD1LG2,PDCD1,FALSE
FAM3C,PDCD1,TRUE
IL15,LAMP1,FALSE
FAM3C,LAMP1,TRUE
AMELX,LAMP1,FALSE
AMELY,LAMP1,TRUE
VSTM1,LAMP1,FALSE
IL15,ULBP1,FALSE
HHIP,SHH,FALSE
IL23A,ITGA3,TRUE
IL12B,ITGA3,TRUE
RELN,ITGA3,FALSE
VTN,ITGA3,TRUE
CALR,ITGA3,FALSE
THBS1,ITGA3,FALSE
THBS2,ITGA3,FALSE
VWF,ITGA3,TRUE
COMP,ITGA3,TRUE
LAMB1,ITGA3,FALSE
LAMA4,ITGA3,FALSE
LAMA5,ITGA3,FALSE
LAMC1,ITGA3,FALSE
LAMC2,ITGA3,FALSE
NID1,ITGA3,TRUE
TNC,ITGA3,FALSE
COL6A3,ITGA3,TRUE
LAMA3,ITGA3,FALSE
LAMC3,ITGA3,FALSE
LAMA1,ITGA3,FALSE
LAMB3,ITGA3,FALSE
SPP1,ITGA3,TRUE
LAMA2,ITGA3,FALSE
LGALS8,ITGA3,FALSE
LAMB2,ITGA3,FALSE
CHAD,ITGA3,FALSE
COL6A6,ITGA3,TRUE
THBS4,ITGA3,FALSE
DUSP18,ITGA3,FALSE
COL11A2,ITGA3,TRUE
IL31,IL31RA,TRUE
OSM,PLAT,TRUE
TGFB2,PLAT,TRUE
PLG,PLAT,TRUE
ANXA2,PLAT,FALSE
TGFB2,GREM1,TRUE
INHBA,ACVR1B,TRUE
ACTR2,ACVR1B,FALSE
GDF11,ACVR1B,TRUE
GDF1,ACVR1B,TRUE
NODAL,ACVR1B,TRUE
INHBB,ACVR1B,TRUE
INHA,ACVR1B,TRUE
GDF10,ACVR1B,TRUE
GDF3,ACVR1B,TRUE
GDF7,ACVR1B,TRUE
GDF9,ACVR1B,TRUE
INHBE,ACVR1B,TRUE
LEFTY1,ACVR1B,TRUE
INHBC,ACVR1B,TRUE
LEFTY2,ACVR1B,TRUE
INHBA,ACVR1C,TRUE
GDF1,ACVR1C,TRUE
NODAL,ACVR1C,TRUE
INHBB,ACVR1C,TRUE
INHA,ACVR1C,TRUE
GDF10,ACVR1C,TRUE
GDF3,ACVR1C,TRUE
GDF7,ACVR1C,TRUE
GDF9,ACVR1C,TRUE
INHBA,BAMBI,TRUE
INHBB,BAMBI,TRUE
BMP4,CFC1,TRUE
NODAL,CFC1,TRUE
INHBB,CFC1,TRUE
PDGFA,SPHK2,TRUE
PDGFB,ADGRV1,FALSE
XCL1,ADGRV1,TRUE
GPHA2,ADGRV1,FALSE
IFNE,ADGRV1,TRUE
FGF1,CSPG4,TRUE
FGFR3,FGF8,FALSE
FGFR4,FGF8,FALSE
GREM1,FGF8,FALSE
FGF9,FGF10,FALSE
FGFR4,PTPRR,FALSE
FGF2,GPC4,TRUE
VEGFA,NRP2,FALSE
VEGFC,NRP2,TRUE
VEGFD,NRP2,TRUE
SEMA3A,NRP2,TRUE
SEMA3C,NRP2,FALSE
SEMA3F,NRP2,TRUE
PGF,NRP2,FALSE
SEMA3G,NRP2,FALSE
SEMA3B,NRP2,FALSE
EFNA1,EPHB6,FALSE
EFNA5,EPHB6,FALSE
EFNB3,EPHB6,FALSE
EFNA3,EPHB6,FALSE
EFNB2,EPHB6,FALSE
EFNB1,EPHB6,FALSE
AFDN,EPHB6,FALSE
EFNA1,EPHA10,FALSE
EFNA2,EPHA10,FALSE
EFNA5,EPHA10,FALSE
EFNA3,EPHA10,FALSE
EFNA4,EPHA10,FALSE
CRISP3,A1BG,FALSE
TEK,PTPRB,FALSE
MDK,PTPRB,TRUE
PTN,PTPRB,TRUE
TNC,PTPRB,FALSE
LAMB1,DAG1,FALSE
LAMA4,DAG1,FALSE
LAMA5,DAG1,FALSE
LAMC1,DAG1,FALSE
LAMC2,DAG1,FALSE
LAMA3,DAG1,FALSE
LAMC3,DAG1,FALSE
LAMA1,DAG1,FALSE
LAMB3,DAG1,FALSE
LAMA2,DAG1,FALSE
LAMB2,DAG1,FALSE
WNT3A,ATP6AP2,FALSE
WNT3A,APCDD1,FALSE
WNT3A,LGR5,FALSE
RSPO1,LGR5,TRUE
RSPO2,LGR5,FALSE
RSPO3,LGR5,TRUE
RSPO4,LGR5,TRUE
GDNF,GFRA2,FALSE
PSPN,GFRA2,TRUE
ARTN,GFRA2,TRUE
NRTN,GFRA2,TRUE
GDNF,GFRA3,FALSE
PSPN,GFRA3,TRUE
ARTN,GFRA3,TRUE
NRTN,GFRA3,TRUE
IL5,PTAFR,TRUE
LEP,PDIA3,TRUE
CALR,PDIA3,FALSE
LEP,GHSR,TRUE
GHRL,GHSR,TRUE
GHRH,GHSR,TRUE
CORT,GHSR,TRUE
LEAP2,GHSR,TRUE
GDF1,HTR4,TRUE
NODAL,TDGF1,TRUE
GDF3,TDGF1,TRUE
IL36G,IL1RL2,TRUE
IL18,IL1RL2,TRUE
IL1RN,IL1RL2,TRUE
IL36A,IL1RL2,TRUE
IL36B,IL1RL2,TRUE
IL36RN,IL1RL2,TRUE
IL1F10,IL1RL2,TRUE
MDK,GPC2,TRUE
MDK,TSPAN1,TRUE
FGFR3,CHRM4,FALSE
CHAT,CHRM4,FALSE
FGFR3,CHRM2,FALSE
CHAT,CHRM2,FALSE
FGFR3,CHRNA7,FALSE
SLURP1,CHRNA7,TRUE
ZP3,CHRNA7,FALSE
SLURP2,CHRNA7,TRUE
KDR,P2RY2,FALSE
BDNF,DRD4,TRUE
TH,DRD4,FALSE
LRRC4B,PTPRD,FALSE
CXCL13,HTR2A,TRUE
AFDN,NECTIN1,FALSE
AFDN,NECTIN2,FALSE
VTN,NECTIN2,TRUE
AFDN,NRXN2,FALSE
NXPH1,NRXN2,TRUE
NLGN2,NRXN2,FALSE
NXPH3,NRXN2,TRUE
NLGN3,NRXN2,FALSE
NLGN1,NRXN2,FALSE
AFDN,NECTIN4,FALSE
PTN,PLXNB2,TRUE
ANG,PLXNB2,TRUE
PTN,CDH10,TRUE
ANGPTL1,LILRB3,TRUE
ANGPTL2,LILRB3,TRUE
ANGPTL7,LILRB3,TRUE
DDR1,TM4SF1,FALSE
CXCL12,AVPR1A,FALSE
OXT,AVPR1A,TRUE
AVP,AVPR1A,TRUE
VIP,AVPR1A,TRUE
INHBB,CFC1B,TRUE
ADM,CALCRL,TRUE
ADM2,CALCRL,TRUE
CALCA,CALCRL,TRUE
CALCB,CALCRL,TRUE
IAPP,CALCRL,TRUE
ADM,RAMP2,TRUE
ADM2,RAMP2,TRUE
CALCA,RAMP2,TRUE
CALCB,RAMP2,TRUE
IAPP,RAMP2,TRUE
CRH,RAMP2,TRUE
POMC,RAMP2,TRUE
CGA,RAMP2,TRUE
FSHB,RAMP2,TRUE
GHRH,RAMP2,TRUE
GIP,RAMP2,TRUE
GCG,RAMP2,TRUE
LHB,RAMP2,TRUE
NPS,RAMP2,TRUE
AVP,RAMP2,TRUE
ADCYAP1,RAMP2,TRUE
VIP,RAMP2,TRUE
PTHLH,RAMP2,TRUE
PTH2,RAMP2,TRUE
RLN2,RAMP2,TRUE
RLN3,RAMP2,FALSE
INSL3,RAMP2,TRUE
SCT,RAMP2,TRUE
TSHB,RAMP2,TRUE
PTH,RAMP2,TRUE
ADM,RAMP3,TRUE
ADM2,RAMP3,TRUE
CALCA,RAMP3,TRUE
CALCB,RAMP3,TRUE
IAPP,RAMP3,TRUE
CRH,RAMP3,TRUE
POMC,RAMP3,TRUE
CGA,RAMP3,TRUE
FSHB,RAMP3,TRUE
GHRH,RAMP3,TRUE
GIP,RAMP3,TRUE
GCG,RAMP3,TRUE
LHB,RAMP3,TRUE
NPS,RAMP3,TRUE
AVP,RAMP3,TRUE
ADCYAP1,RAMP3,TRUE
VIP,RAMP3,TRUE
PTHLH,RAMP3,TRUE
PTH2,RAMP3,TRUE
RLN2,RAMP3,TRUE
RLN3,RAMP3,FALSE
INSL3,RAMP3,TRUE
SCT,RAMP3,TRUE
TSHB,RAMP3,TRUE
PTH,RAMP3,TRUE
ADM,CALCR,TRUE
ADM2,CALCR,TRUE
CALCA,CALCR,TRUE
CALCB,CALCR,TRUE
IAPP,CALCR,TRUE
APOB,CALCR,TRUE
CALCA,CALCR,TRUE
ADM,RAMP1,TRUE
ADM2,RAMP1,TRUE
CALCA,RAMP1,TRUE
CALCB,RAMP1,TRUE
IAPP,RAMP1,TRUE
VIP,RAMP1,TRUE
ADM,MRGPRX2,TRUE
CORT,MRGPRX2,TRUE
ADM,ADCYAP1R1,TRUE
ADM2,ADCYAP1R1,TRUE
CALCA,ADCYAP1R1,TRUE
CALCB,ADCYAP1R1,TRUE
IAPP,ADCYAP1R1,TRUE
CRH,ADCYAP1R1,TRUE
POMC,ADCYAP1R1,TRUE
CGA,ADCYAP1R1,TRUE
FSHB,ADCYAP1R1,TRUE
GHRH,ADCYAP1R1,TRUE
GIP,ADCYAP1R1,TRUE
GCG,ADCYAP1R1,TRUE
LHB,ADCYAP1R1,TRUE
NPS,ADCYAP1R1,TRUE
AVP,ADCYAP1R1,TRUE
ADCYAP1,ADCYAP1R1,TRUE
VIP,ADCYAP1R1,TRUE
PTHLH,ADCYAP1R1,TRUE
PTH2,ADCYAP1R1,TRUE
RLN2,ADCYAP1R1,TRUE
RLN3,ADCYAP1R1,FALSE
INSL3,ADCYAP1R1,TRUE
SCT,ADCYAP1R1,TRUE
TSHB,ADCYAP1R1,TRUE
PTH,ADCYAP1R1,TRUE
ADM,GPR84,TRUE
ADM2,GPR84,TRUE
CALCA,GPR84,TRUE
CALCB,GPR84,TRUE
IAPP,GPR84,TRUE
CRH,GPR84,TRUE
POMC,GPR84,TRUE
CGA,GPR84,TRUE
FSHB,GPR84,TRUE
GHRH,GPR84,TRUE
GIP,GPR84,TRUE
GCG,GPR84,TRUE
LHB,GPR84,TRUE
NPS,GPR84,TRUE
AVP,GPR84,TRUE
ADCYAP1,GPR84,TRUE
VIP,GPR84,TRUE
PTHLH,GPR84,TRUE
PTH2,GPR84,TRUE
RLN2,GPR84,TRUE
RLN3,GPR84,FALSE
INSL3,GPR84,TRUE
SCT,GPR84,TRUE
TSHB,GPR84,TRUE
PTH,GPR84,TRUE
ADM,GPR182,TRUE
ADM,VIPR1,TRUE
ADM2,VIPR1,TRUE
CALCA,VIPR1,TRUE
CALCB,VIPR1,TRUE
IAPP,VIPR1,TRUE
CRH,VIPR1,TRUE
POMC,VIPR1,TRUE
CGA,VIPR1,TRUE
FSHB,VIPR1,TRUE
GHRH,VIPR1,TRUE
GIP,VIPR1,TRUE
GCG,VIPR1,TRUE
LHB,VIPR1,TRUE
NPS,VIPR1,TRUE
AVP,VIPR1,TRUE
ADCYAP1,VIPR1,TRUE
VIP,VIPR1,TRUE
PTHLH,VIPR1,TRUE
PTH2,VIPR1,TRUE
RLN2,VIPR1,TRUE
RLN3,VIPR1,FALSE
INSL3,VIPR1,TRUE
SCT,VIPR1,TRUE
TSHB,VIPR1,TRUE
PTH,VIPR1,TRUE
ADM,ADRB3,TRUE
ADM2,ADRB3,TRUE
CALCA,ADRB3,TRUE
CALCB,ADRB3,TRUE
IAPP,ADRB3,TRUE
CRH,ADRB3,TRUE
POMC,ADRB3,TRUE
CGA,ADRB3,TRUE
FSHB,ADRB3,TRUE
GHRH,ADRB3,TRUE
GIP,ADRB3,TRUE
GCG,ADRB3,TRUE
LHB,ADRB3,TRUE
NPS,ADRB3,TRUE
AVP,ADRB3,TRUE
ADCYAP1,ADRB3,TRUE
VIP,ADRB3,TRUE
PTHLH,ADRB3,TRUE
PTH2,ADRB3,TRUE
RLN2,ADRB3,TRUE
RLN3,ADRB3,FALSE
INSL3,ADRB3,TRUE
SCT,ADRB3,TRUE
TSHB,ADRB3,TRUE
PTH,ADRB3,TRUE
DBH,ADRB3,FALSE
ADM,GPR20,TRUE
ADM2,GPR20,TRUE
CALCA,GPR20,TRUE
CALCB,GPR20,TRUE
IAPP,GPR20,TRUE
CRH,GPR20,TRUE
POMC,GPR20,TRUE
CGA,GPR20,TRUE
FSHB,GPR20,TRUE
GHRH,GPR20,TRUE
GIP,GPR20,TRUE
GCG,GPR20,TRUE
LHB,GPR20,TRUE
NPS,GPR20,TRUE
AVP,GPR20,TRUE
ADCYAP1,GPR20,TRUE
VIP,GPR20,TRUE
PTHLH,GPR20,TRUE
PTH2,GPR20,TRUE
RLN2,GPR20,TRUE
RLN3,GPR20,FALSE
INSL3,GPR20,TRUE
SCT,GPR20,TRUE
TSHB,GPR20,TRUE
PTH,GPR20,TRUE
APLN,APLNR,TRUE
APELA,APLNR,TRUE
APLN,GPR1,TRUE
RARRES2,GPR1,TRUE
AGT,MAS1,FALSE
NMB,NMBR,TRUE
GRP,NMBR,TRUE
NMB,GRPR,TRUE
GRP,GRPR,TRUE
NMB,BRS3,TRUE
GRP,BRS3,TRUE
BMP10,KIR3DL1,FALSE
HLA-G,KIR3DL1,FALSE
HLA-A,KIR3DL1,FALSE
HLA-B,KIR3DL1,FALSE
HLA-C,KIR3DL1,FALSE
HLA-F,KIR3DL1,FALSE
HLA-E,KIR3DL1,FALSE
BMP10,KIR3DS1,FALSE
HLA-B,KIR3DS1,FALSE
HLA-F,KIR3DS1,FALSE
KNG1,BDKRB1,TRUE
KNG1,RXFP4,TRUE
RLN1,RXFP4,TRUE
RLN3,RXFP4,FALSE
INSL3,RXFP4,TRUE
INSL5,RXFP4,TRUE
KNG1,GP1BA,TRUE
VWF,GP1BA,TRUE
KNG1,CD93,TRUE
MMRN2,CD93,TRUE
KNG1,GPR135,TRUE
CCK,CCKAR,TRUE
CCK,CCKBR,TRUE
GAST,CCKBR,TRUE
CCL16,HRH4,TRUE
TNFSF8,TNFRSF8,FALSE
TNFSF12,TNFRSF8,FALSE
RARRES2,CMKLR1,TRUE
CLCF1,CRLF1,TRUE
CRH,CRHR1,TRUE
UCN,CRHR1,TRUE
UCN2,CRHR1,TRUE
UCN3,CRHR1,TRUE
CRH,CRHR2,TRUE
